,barrio_original,barrio_sin_est,nom_match,lat,lon
2091,LA AMISTAD BOSA E-7,LA AMISTAD BOSA,LA GAITANA,,
2092,LA AMISTAD E-7,LA AMISTAD,LA LOMITA,,
2093,LA ANDREA E-5,LA ANDREA,LA ANDREA,,
2094,LA ARABIA E-19,LA ARABIA ,LA MARIA,,
2095,LA ARBOLEDA E-11,LA ARBOLEDA ,LA ARBOLEDA RURAL,,
2096,LA ARBOLEDA E-12,LA ARBOLEDA ,LA ARBOLEDA RURAL,,
2097,LA ARCADIA E-1,LA ARCADIA,LA ALAMEDA,,
2098,LA ASUNCION E-16,LA ASUNCION ,LA ASUNCION,,
2099,LA AURORA E-11,LA AURORA ,LA AURORA,,
2100,LA AURORA E-12,LA AURORA ,LA AURORA,,
2101,LA AURORA E-7,LA AURORA,LA AURORA,,
2102,LA AURORA I SECTOR E-5,LA AURORA I SECTOR,LA AURORA,,
2103,LA AURORA II SECTOR E-5,LA AURORA II SECTOR,LA AURORA,,
2104,LA AUTOPISTA E-16,LA AUTOPISTA ,LA AURORA,,
2105,LA AVENIDA BOSA E-7,LA AVENIDA BOSA,LA ANDREA,,
2106,LA AZUCENA A E-7,LA AZUCENA A,LA FAENA,,
2107,LA AZUCENA B E-7,LA AZUCENA B,LA FAENA,,
2108,LA BELLEZA E-4,LA BELLEZA,LA BELLEZA,,
2109,LA BELLEZA E-5,LA BELLEZA,LA BELLEZA,,
2110,LA BRITALIA E-11,LA BRITALIA ,LA CITA,,
2111,LA CABAÑA E-10,LA CABAÑA ,LA CABANA,,
2112,LA CABAÑA E-19,LA CABAÑA ,LA CABANA,,
2113,LA CABAÑA E-5,LA CABAÑA,LA CABANA,,
2114,LA CABAÑA E-7,LA CABAÑA,LA CABANA,,
2115,LA CABAÑA E-9,LA CABAÑA,LA CABANA,,
2116,LA CABAÑA Y LA SUERTE E-7,LA CABAÑA Y LA SUERTE,LA CABANA,,
2117,LA CABRERA E-2,LA CABRERA,LA CABRERA,,
2118,LA CALLEJA E-1,LA CALLEJA,LA CALLEJA,,
2119,LA CALLEJA SANTA COLOMA E-1,LA CALLEJA SANTA COLOMA,LA CALLEJA,,
2120,LA CAMELIA E-16,LA CAMELIA ,LA CAMELIA,,
2121,LA CAMPINA E-16,LA CAMPINA ,LA CAMPINA,,
2122,LA CAMPIÑA E-16,LA CAMPIÑA ,LA CAMPINA,,
2123,LA CAMPIÑA E-7,LA CAMPIÑA,LA CAMPINA,,
2124,LA CAMPIÑA E-8,LA CAMPIÑA,LA CAMPINA,,
2125,LA CAMPIÑA I SECTOR E-11,LA CAMPIÑA I SECTOR ,LA CAMPINA,,
2126,LA CANCIONETA E-11,LA CANCIONETA ,LA CAROLINA,,
2127,LA CANDELARIA E-11,LA CANDELARIA ,LA CANDELARIA,,
2128,LA CANDELARIA E-17,LA CANDELARIA ,LA CANDELARIA,,
2129,LA CANDELARIA E-3,LA CANDELARIA,LA CANDELARIA,,
2130,LA CANTARINA E-11,LA CANTARINA ,LA CANDELARIA,,
2131,LA CAPELLANIA E-9,LA CAPELLANIA,LA CASTELLANA,,
2132,LA CAPILLA DE SUBA E-11,LA CAPILLA DE SUBA ,LA CAROLINA DE SUBA,,
2133,LA CAPILLA E-2,LA CAPILLA,LA CALLEJA,,
2134,LA CAPILLA E-7,LA CAPILLA,LA CALLEJA,,
2135,LA CAPUCHINA E-3,LA CAPUCHINA,LA CAPUCHINA,,
2136,LA CARBONERA E-19,LA CARBONERA ,LA CABRERA,,
2137,LA CARBONERA II E-19,LA CARBONERA II ,LA CABRERA,,
2138,LA CARMELITA E-14,LA CARMELITA ,LA CAMELIA,,
2139,LA CAROLINA,LA CAROLINA,LA CAROLINA,,
2140,LA CAROLINA E-1,LA CAROLINA,LA CAROLINA,,
2141,LA CAROLINA E-10,LA CAROLINA ,LA CAROLINA,,
2142,LA CAROLINA SUBA E-11,LA CAROLINA SUBA ,LA CAROLINA DE SUBA,,
2143,LA CARTAGENA E-3,LA CARTAGENA,LA CABANA,,
2144,LA CASERITA E-9,LA CASERITA,LA ESTRADA,,
2145,LA CASTAÑA E-4,LA CASTAÑA,LA CASTELLANA,,
2146,LA CASTELLANA E-12,LA CASTELLANA ,LA CASTELLANA,,
2147,LA CASTELLANA OCCIDENTAL E-12,LA CASTELLANA OCCIDENTAL ,LA CASTELLANA,,
2148,LA CASTELLANA SECTOR NORTE E-12,LA CASTELLANA SECTOR NORTE ,LA CASTELLANA,,
2149,LA CATALINA E-10,LA CATALINA ,LA CABANA,,
2150,LA CATEDRAL E-17,LA CATEDRAL ,LA CATEDRAL,,
2151,LA CATEDRAL E-3,LA CATEDRAL,LA CATEDRAL,,
2152,LA CAÑIZA SECTOR I E-11,LA CAÑIZA SECTOR I ,LA CITA,,
2153,LA CAÑIZA SECTOR II E-11,LA CAÑIZA SECTOR II ,LA CITA,,
2154,LA CAÑIZA SECTOR III E-11,LA CAÑIZA SECTOR III ,LA CITA,,
2155,LA CECILIA E-8,LA CECILIA,LA CECILIA,,
2156,LA CHAVITA E-9,LA CHAVITA,LA CITA,,
2157,LA CHUCUA E-8,LA CHUCUA,LA CHUCUA,,
2158,LA CHUCUA II SECTOR E-11,LA CHUCUA II SECTOR ,LA CHUCUA,,
2159,LA CHUCUA NORTE E-11,LA CHUCUA NORTE ,LA CHUCUA,,
2160,LA CHUCUA SECTOR I - LAS FLORES E-11,LA CHUCUA SECTOR I - LAS FLORES ,LA CHUCUA,,
2161,LA CIRCUNVALACION E-3,LA CIRCUNVALACION,LA CORUNA,,
2162,LA CITA,LA CITA,LA CITA,,
2163,LA CITA E-1,LA CITA,LA CITA,,
2164,LA CLARITA E-10,LA CLARITA ,LA CAROLINA,,
2165,LA CLARITA SOTILEZA E-11,LA CLARITA SOTILEZA ,LA CASTELLANA,,
2166,LA COFRADIA E-9,LA COFRADIA,LA CAROLINA,,
2167,LA COFRADIA II SECTOR E-9,LA COFRADIA II SECTOR,LA FLORIDA OCCIDENTAL,,
2168,LA COLINA CAMPESTRE I SECTOR E-11,LA COLINA CAMPESTRE I SECTOR ,LA PICOTA ORIENTAL,,
2169,LA COLINA CAMPESTRE II SECTOR E-11,LA COLINA CAMPESTRE II SECTOR ,LA PICOTA ORIENTAL,,
2170,LA COLINA CAMPESTRE III SECTOR E-11,LA COLINA CAMPESTRE III SECTOR ,LA PICOTA ORIENTAL,,
2171,LA COLINA CAMPESTRE IV SECTOR E-11,LA COLINA CAMPESTRE IV SECTOR ,LA PICOTA ORIENTAL,,
2172,LA COLINA CAMPESTRE V SECTOR E-11,LA COLINA CAMPESTRE V SECTOR ,LA CAROLINA,,
2173,LA COLMENA E-19,LA COLMENA ,LA COMUNA,,
2174,LA COLMENA E-4,LA COLMENA,LA COMUNA,,
2175,LA COLONIA ORIENTAL E-16,LA COLONIA ORIENTAL ,LA FLORIDA OCCIDENTAL,,
2176,LA CONCEPCION E-12,LA CONCEPCION ,CONCEPCION,,
2177,LA CONCEPCION E-16,LA CONCEPCION ,CONCEPCION,,
2178,LA CONCEPCION E-7,LA CONCEPCION,CONCEPCION,,
2179,LA CONCORDIA E-17,LA CONCORDIA ,LA CONCORDIA,,
2180,LA CONCORDIA E-3,LA CONCORDIA,LA CONCORDIA,,
2181,LA CONCORDIA I E-8,LA CONCORDIA I,LA CONCORDIA,,
2182,LA CONEJERA II ETAPA E-11,LA CONEJERA II ETAPA ,LA CANDELARIA,,
2183,LA CONSOLACION E-10,LA CONSOLACION ,LA CONCORDIA,,
2184,LA CONSOLACIÓN E-10,LA CONSOLACIÓN ,LA CONCORDIA,,
2185,LA CORUNA E-16,LA CORUNA ,LA CORUNA,,
2186,LA CORUÑA E-10,LA CORUÑA ,LA CORUNA,,
2187,LA CORUÑA E-19,LA CORUÑA ,LA CORUNA,,
2188,LA CRUZ DE TERREROS E-7,LA CRUZ DE TERREROS,LA MERCED NORTE,,
2189,LA CUMBRE E-11,LA CUMBRE ,LA CABRERA,,
2190,LA CUMBRE E-19,LA CUMBRE ,LA CABRERA,,
2191,LA CUNETA E-6,LA CUNETA,LA COMUNA,,
2192,LA DESPENSA,LA DESP,LA ESPERANZA,,
2193,LA DESPENSA E-7,LA DESPENSA,LA PENA,,
2194,LA DULZURA E-9,LA DULZURA,LA ANDREA,,
2195,LA ECONÓMICA E-11,LA ECONÓMICA ,LA COMUNA,,
2196,LA EMILIA E-1,LA EMILIA,LA CECILIA,,
2197,LA ENERGIA E-13,LA ENERGIA ,LA SERENA,,
2198,LA ERMITA E-11,LA ERMITA ,LA HUERTA,,
2199,LA ESMERALDA,LA ESMERALDA,LA ESMERALDA,,
2200,LA ESMERALDA E-11,LA ESMERALDA ,LA ESMERALDA,,
2201,LA ESMERALDA E-13,LA ESMERALDA ,LA ESMERALDA,,
2202,LA ESMERALDA E-19,LA ESMERALDA ,LA ESMERALDA,,
2203,LA ESMERALDA E-4,LA ESMERALDA,LA ESMERALDA,,
2204,LA ESMERALDA E-5,LA ESMERALDA,LA ESMERALDA,,
2205,LA ESMERALDA E-7,LA ESMERALDA,LA ESMERALDA,,
2206,LA ESMERALDA EL RECUERDO E-5,LA ESMERALDA EL RECUERDO,LA ESMERALDA,,
2207,LA ESMERALDA SUR E-19,LA ESMERALDA SUR ,LA ESMERALDA,,
2208,LA ESPAÑOLA E-10,LA ESPAÑOLA ,LA ESMERALDA,,
2209,LA ESPERANZA,LA ESPERANZA,LA ESPERANZA,,
2210,LA ESPERANZA 1 Y 2 EL ENCANTO E-11,LA ESPERANZA 1 Y 2 EL ENCANTO ,LA ESPERANZA,,
2211,LA ESPERANZA ALTA E-18,LA ESPERANZA ALTA ,LA ESPERANZA,,
2212,LA ESPERANZA BRITALIA E-11,LA ESPERANZA BRITALIA ,LA ESPERANZA,,
2213,LA ESPERANZA DE TIBANICA E-7,LA ESPERANZA DE TIBANICA,LA ESPERANZA,,
2214,LA ESPERANZA E-1,LA ESPERANZA,LA ESPERANZA,,
2215,LA ESPERANZA E-11,LA ESPERANZA ,LA ESPERANZA,,
2216,LA ESPERANZA E-12,LA ESPERANZA ,LA ESPERANZA,,
2217,LA ESPERANZA E-18,LA ESPERANZA ,LA ESPERANZA,,
2218,LA ESPERANZA E-19,LA ESPERANZA ,LA ESPERANZA,,
2219,LA ESPERANZA E-4,LA ESPERANZA,LA ESPERANZA,,
2220,LA ESPERANZA E-5,LA ESPERANZA,LA ESPERANZA,,
2221,LA ESPERANZA E-7,LA ESPERANZA,LA ESPERANZA,,
2222,LA ESPERANZA E-8,LA ESPERANZA,LA ESPERANZA,,
2223,LA ESPERANZA E-9,LA ESPERANZA,LA ESPERANZA,,
2224,LA ESPERANZA ETAPA A E-9,LA ESPERANZA ETAPA A,LA ESPERANZA,,
2225,LA ESPERANZA I E-10,LA ESPERANZA I ,LA ESPERANZA,,
2226,LA ESPERANZA I E-9,LA ESPERANZA I,LA ESPERANZA,,
2227,LA ESPERANZA I SECTOR E-5,LA ESPERANZA I SECTOR,LA ESPERANZA SUR,,
2228,LA ESPERANZA II E-10,LA ESPERANZA II ,LA ESPERANZA,,
2229,LA ESPERANZA II E-9,LA ESPERANZA II,LA ESPERANZA,,
2230,LA ESPERANZA II SECTOR E-7,LA ESPERANZA II SECTOR,LA ESPERANZA SUR,,
2231,LA ESPERANZA KM 10 E-5,LA ESPERANZA KM 10,LA ESPERANZA,,
2232,LA ESPERANZA SUR E-5,LA ESPERANZA SUR,LA ESPERANZA SUR,,
2233,LA ESTACION DE LA SABANA E-14,LA ESTACION DE LA SABANA ,LA ESTACION BOSA,,
2234,LA ESTACION E-7,LA ESTACION,LA ESTANCIA,,
2235,LA ESTACION E-9,LA ESTACION,LA ESTANCIA,,
2236,LA ESTACION I E-7,LA ESTACION I,LA ESTACION BOSA,,
2237,LA ESTACION II E-7,LA ESTACION II,LA ESTACION BOSA,,
2238,LA ESTACION IMPERIAL E-12,LA ESTACION IMPERIAL ,LA ESTACION BOSA,,
2239,LA ESTACIÓN E-7,LA ESTACIÓN,LA ESTANCIA,,
2240,LA ESTACIÓN E-9,LA ESTACIÓN,LA ESTANCIA,,
2241,LA ESTANCIA (PREDIO SAN GABRIEL) E-1,LA ESTANCIA (PREDIO SAN GABRIEL),LA ESTANCIA,,
2242,LA ESTANCIA BAJA E-19,LA ESTANCIA BAJA ,LA ESTANCIA,,
2243,LA ESTANCIA E-19,LA ESTANCIA ,LA ESTANCIA,,
2244,LA ESTANCIA E-7,LA ESTANCIA,LA ESTANCIA,,
2245,LA ESTANCIA E-9,LA ESTANCIA,LA ESTANCIA,,
2246,LA ESTANZUELA CENTRAL E-14,LA ESTANZUELA CENTRAL ,LA ESTANZUELA,,
2247,LA ESTANZUELA E-11,LA ESTANZUELA ,LA ESTANZUELA,,
2248,LA ESTANZUELA E-14,LA ESTANZUELA ,LA ESTANZUELA,,
2249,LA ESTANZUELA E-7,LA ESTANZUELA,LA ESTANZUELA,,
2250,LA ESTANZUELA II SECTOR E-14,LA ESTANZUELA II SECTOR ,LA ESTANZUELA,,
2251,LA ESTRADA E-10,LA ESTRADA ,LA ESTRADA,,
2252,LA ESTRADA SUR E-10,LA ESTRADA SUR ,LA ESTRADA,,
2253,LA ESTRADITA E-10,LA ESTRADITA ,LA ESTRADITA,,
2254,LA ESTRELLA DEL SUR E-19,LA ESTRELLA DEL SUR ,LA ESTRELLITA I,,
2255,LA ESTRELLA E-11,LA ESTRELLA ,LA ESTRELLITA,,
2256,LA ESTRELLA E-13,LA ESTRELLA ,LA ESTRELLITA,,
2257,LA ESTRELLA E-14,LA ESTRELLA ,LA ESTRELLITA,,
2258,LA ESTRELLA NORTE E-1,LA ESTRELLA NORTE,LA ESTRELLITA I,,
2259,LA ESTRELLA SECTOR LAGOS E-19,LA ESTRELLA SECTOR LAGOS ,LA ESTRELLITA,,
2260,LA ESTRELLITA E-1,LA ESTRELLITA,LA ESTRELLITA,,
2261,LA EUROPA E-10,LA EUROPA ,LA AURORA,,
2262,LA FAENA E-10,LA FAENA ,LA FAENA,,
2263,LA FAVORITA E-14,LA FAVORITA ,LA FAVORITA,,
2264,LA FAYETTE E-11,LA FAYETTE ,LA FAENA,,
2265,LA FELICIDAD E-9,LA FELICIDAD,LA CECILIA,,
2266,LA FISCALA E-5,LA FISCALA,LA FISCALA,,
2267,LA FISCALA LOS TRES LAURELES E-5,LA FISCALA LOS TRES LAURELES,LA FISCALA NORTE,,
2268,LA FISCALA LOTE 16 Y LOTE 16A E-5,LA FISCALA LOTE 16 Y LOTE 16A,LA FISCALA NORTE,,
2269,LA FISCALA NORTE E-5,LA FISCALA NORTE,LA FISCALA NORTE,,
2270,LA FISCALA SECTOR DAZA E-5,LA FISCALA SECTOR DAZA,LA FISCALA NORTE,,
2271,LA FISCALA SECTOR RODRIGUEZ E-5,LA FISCALA SECTOR RODRIGUEZ,LA FISCALA,,
2272,LA FISCALA SECTOR RODRÍGUEZ E-5,LA FISCALA SECTOR RODRÍGUEZ,LA FISCALA,,
2273,LA FISCALIA OCCIDENTAL E-19,LA FISCALIA OCCIDENTAL ,LA FISCALA NORTE,,
2274,LA FISCALIA SECTOR DAZA E-5,LA FISCALIA SECTOR DAZA,LA FISCALA NORTE,,
2275,LA FLOR E-11,LA FLOR ,LAS FLORES,,
