date,municipality,nighborhood,zone,age,sex,schooling
2019-07-03 00:00:00,TENJO,INSP. LA PUNTA,URBANA,22,FEMENINO,
2019-07-03 20:30:00,TOCANCIPÁ,VER.ÑA ESMERALDA,URBANA,41,FEMENINO,SECUNDARIA
2019-07-03 00:00:00,VILLA DE SAN DIEGO DE UBATE,SAN FRANCISCO,URBANA,18,FEMENINO,TECNICO
2019-07-03 11:00:00,ZIPAQUIRÁ,BOLIVAR 83,URBANA,12,FEMENINO,PRIMARIA
2019-07-01 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,7,FEMENINO,
2019-07-01 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,1,FEMENINO,
2019-07-01 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,2,FEMENINO,
2019-07-01 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,2,MASCULINO,
2019-07-01 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,3,MASCULINO,
2019-07-01 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,3,MASCULINO,
2019-07-01 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,6,FEMENINO,
2019-07-01 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,6,MASCULINO,
2019-07-01 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,7,MASCULINO,
2019-07-01 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,8,FEMENINO,
2019-07-01 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,8,MASCULINO,
2019-07-01 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,10,MASCULINO,PRIMARIA
